MMDDHH	SIN_mg/cm3/h	STP_oC	SWC	SWP_MPa	pH
092519	2.21E-04	19.6	0.25	-4.51E-02	3.7
092520	2.21E-04	19.6	0.25	-4.51E-02	3.7
092521	2.21E-04	19.6	0.25	-4.51E-02	3.7
092522	2.21E-04	19.6	0.25	-4.51E-02	3.7
092523	2.21E-04	19.6	0.25	-4.51E-02	3.7
092524	2.21E-04	19.6	0.25	-4.51E-02	3.7
092601	2.21E-04	19.6	0.25	-4.51E-02	3.7
092602	2.21E-04	19.6	0.25	-4.51E-02	3.7
092603	2.21E-04	19.6	0.25	-4.51E-02	3.7
092604	2.21E-04	19.6	0.25	-4.51E-02	3.7
092605	2.21E-04	19.6	0.25	-4.51E-02	3.7
092606	2.21E-04	19.6	0.25	-4.51E-02	3.7
092607	2.21E-04	19.6	0.25	-4.51E-02	3.7
092608	2.21E-04	19.6	0.25	-4.51E-02	3.7
092609	2.21E-04	19.6	0.25	-4.51E-02	3.7
092610	2.21E-04	19.6	0.25	-4.51E-02	3.7
092611	2.21E-04	19.6	0.25	-4.51E-02	3.7
092612	2.21E-04	19.6	0.25	-4.51E-02	3.7
092613	2.21E-04	19.6	0.25	-4.51E-02	3.7
092614	2.21E-04	19.6	0.25	-4.51E-02	3.7
092615	2.21E-04	19.6	0.25	-4.51E-02	3.7
092616	2.21E-04	19.6	0.25	-4.51E-02	3.7
092617	2.21E-04	19.6	0.25	-4.51E-02	3.7
092618	2.21E-04	19.6	0.25	-4.51E-02	3.7
092619	2.21E-04	19.6	0.25	-4.51E-02	3.7
092620	2.21E-04	19.6	0.25	-4.51E-02	3.7
092621	2.21E-04	19.6	0.25	-4.51E-02	3.7
092622	2.21E-04	19.6	0.25	-4.51E-02	3.7
092623	2.21E-04	19.6	0.25	-4.51E-02	3.7
092624	2.21E-04	19.6	0.25	-4.51E-02	3.7
092701	2.21E-04	19.6	0.25	-4.51E-02	3.7
092702	2.21E-04	19.6	0.25	-4.51E-02	3.7
092703	2.21E-04	19.6	0.25	-4.51E-02	3.7
092704	2.21E-04	19.6	0.25	-4.51E-02	3.7
092705	2.21E-04	19.6	0.25	-4.51E-02	3.7
092706	2.21E-04	19.6	0.25	-4.51E-02	3.7
092707	2.21E-04	19.6	0.25	-4.51E-02	3.7
092708	2.21E-04	19.6	0.25	-4.51E-02	3.7
092709	2.21E-04	19.6	0.25	-4.51E-02	3.7
092710	2.21E-04	19.6	0.25	-4.51E-02	3.7
092711	2.21E-04	19.6	0.25	-4.51E-02	3.7
092712	2.21E-04	19.6	0.25	-4.51E-02	3.7
092713	2.21E-04	19.6	0.25	-4.51E-02	3.7
092714	2.21E-04	19.6	0.25	-4.51E-02	3.7
092715	2.21E-04	19.6	0.25	-4.51E-02	3.7
092716	2.21E-04	19.6	0.25	-4.51E-02	3.7
092717	2.21E-04	19.6	0.25	-4.51E-02	3.7
092718	2.21E-04	19.6	0.25	-4.51E-02	3.7
092719	2.21E-04	19.6	0.25	-4.51E-02	3.7
092720	2.21E-04	19.6	0.25	-4.51E-02	3.7
092721	2.21E-04	19.6	0.25	-4.51E-02	3.7
092722	2.21E-04	19.6	0.25	-4.51E-02	3.7
092723	2.21E-04	19.6	0.25	-4.51E-02	3.7
092724	2.21E-04	19.6	0.25	-4.51E-02	3.7
092801	2.21E-04	19.6	0.25	-4.51E-02	3.7
092802	2.21E-04	19.6	0.25	-4.51E-02	3.7
092803	2.21E-04	19.6	0.25	-4.51E-02	3.7
092804	2.21E-04	19.6	0.25	-4.51E-02	3.7
092805	2.21E-04	19.6	0.25	-4.51E-02	3.7
092806	2.21E-04	19.6	0.25	-4.51E-02	3.7
092807	2.21E-04	19.6	0.25	-4.51E-02	3.7
092808	2.21E-04	19.6	0.25	-4.51E-02	3.7
092809	2.21E-04	19.6	0.25	-4.51E-02	3.7
092810	2.21E-04	19.6	0.25	-4.51E-02	3.7
092811	2.21E-04	19.6	0.25	-4.51E-02	3.7
092812	2.21E-04	19.6	0.25	-4.51E-02	3.7
092813	2.21E-04	19.6	0.25	-4.51E-02	3.7
092814	2.21E-04	19.6	0.25	-4.51E-02	3.7
092815	2.21E-04	19.6	0.25	-4.51E-02	3.7
092816	2.21E-04	19.6	0.25	-4.51E-02	3.7
092817	2.21E-04	19.6	0.25	-4.51E-02	3.7
092818	2.21E-04	19.6	0.25	-4.51E-02	3.7
092819	2.21E-04	19.6	0.25	-4.51E-02	3.7
092820	2.21E-04	19.6	0.25	-4.51E-02	3.7
092821	2.21E-04	19.6	0.25	-4.51E-02	3.7
092822	2.21E-04	19.6	0.25	-4.51E-02	3.7
092823	2.21E-04	19.6	0.25	-4.51E-02	3.7
092824	2.21E-04	19.6	0.25	-4.51E-02	3.7
092901	2.21E-04	19.6	0.25	-4.51E-02	3.7
092902	2.21E-04	19.6	0.25	-4.51E-02	3.7
092903	2.21E-04	19.6	0.25	-4.51E-02	3.7
092904	2.21E-04	19.6	0.25	-4.51E-02	3.7
092905	2.21E-04	19.6	0.25	-4.51E-02	3.7
092906	2.21E-04	19.6	0.25	-4.51E-02	3.7
092907	2.21E-04	19.6	0.25	-4.51E-02	3.7
092908	2.21E-04	19.6	0.25	-4.51E-02	3.7
092909	2.21E-04	19.6	0.25	-4.51E-02	3.7
092910	2.21E-04	19.6	0.25	-4.51E-02	3.7
092911	2.21E-04	19.6	0.25	-4.51E-02	3.7
092912	2.21E-04	19.6	0.25	-4.51E-02	3.7
092913	2.21E-04	19.6	0.25	-4.51E-02	3.7
092914	2.21E-04	19.6	0.25	-4.51E-02	3.7
092915	2.21E-04	19.6	0.25	-4.51E-02	3.7
092916	2.21E-04	19.6	0.25	-4.51E-02	3.7
092917	2.21E-04	19.6	0.25	-4.51E-02	3.7
092918	2.21E-04	19.6	0.25	-4.51E-02	3.7
092919	2.21E-04	19.6	0.25	-4.51E-02	3.7
092920	2.21E-04	19.6	0.25	-4.51E-02	3.7
092921	2.21E-04	19.6	0.25	-4.51E-02	3.7
092922	2.21E-04	19.6	0.25	-4.51E-02	3.7
092923	2.21E-04	19.6	0.25	-4.51E-02	3.7
092924	2.21E-04	19.6	0.25	-4.51E-02	3.7
093001	2.21E-04	19.6	0.25	-4.51E-02	3.7
093002	2.21E-04	19.6	0.25	-4.51E-02	3.7
093003	2.21E-04	19.6	0.25	-4.51E-02	3.7
093004	2.21E-04	19.6	0.25	-4.51E-02	3.7
093005	2.21E-04	19.6	0.25	-4.51E-02	3.7
093006	2.21E-04	19.6	0.25	-4.51E-02	3.7
093007	2.21E-04	19.6	0.25	-4.51E-02	3.7
093008	2.21E-04	19.6	0.25	-4.51E-02	3.7
093009	2.21E-04	19.6	0.25	-4.51E-02	3.7
093010	2.21E-04	19.6	0.25	-4.51E-02	3.7
093011	2.21E-04	19.6	0.25	-4.51E-02	3.7
093012	2.21E-04	19.6	0.25	-4.51E-02	3.7
093013	2.21E-04	19.6	0.25	-4.51E-02	3.7
093014	2.21E-04	19.6	0.25	-4.51E-02	3.7
093015	2.21E-04	19.6	0.25	-4.51E-02	3.7
093016	2.21E-04	19.6	0.25	-4.51E-02	3.7
093017	2.21E-04	19.6	0.25	-4.51E-02	3.7
093018	2.21E-04	19.6	0.25	-4.51E-02	3.7
093019	2.21E-04	19.6	0.25	-4.51E-02	3.7
093020	2.21E-04	19.6	0.25	-4.51E-02	3.7
093021	2.21E-04	19.6	0.25	-4.51E-02	3.7
093022	2.21E-04	19.6	0.25	-4.51E-02	3.7
093023	2.21E-04	19.6	0.25	-4.51E-02	3.7
093024	2.21E-04	19.6	0.25	-4.51E-02	3.7
100101	1.79E-04	19.6	0.25	-4.51E-02	3.7
100102	1.79E-04	19.6	0.25	-4.51E-02	3.7
100103	1.79E-04	19.6	0.25	-4.51E-02	3.7
100104	1.79E-04	19.6	0.25	-4.51E-02	3.7
100105	1.79E-04	19.6	0.25	-4.51E-02	3.7
100106	1.79E-04	19.6	0.25	-4.51E-02	3.7
100107	1.79E-04	19.6	0.25	-4.51E-02	3.7
100108	1.79E-04	19.6	0.25	-4.51E-02	3.7
100109	1.79E-04	19.6	0.25	-4.51E-02	3.7
100110	1.79E-04	19.6	0.25	-4.51E-02	3.7
100111	1.79E-04	19.6	0.25	-4.51E-02	3.7
100112	1.79E-04	19.6	0.25	-4.51E-02	3.7
100113	1.79E-04	19.6	0.25	-4.51E-02	3.7
100114	1.79E-04	19.6	0.25	-4.51E-02	3.7
100115	1.79E-04	19.6	0.25	-4.51E-02	3.7
100116	1.79E-04	19.6	0.25	-4.51E-02	3.7
100117	1.79E-04	19.6	0.25	-4.51E-02	3.7
100118	1.79E-04	19.6	0.25	-4.51E-02	3.7
100119	1.79E-04	19.6	0.25	-4.51E-02	3.7
100120	1.79E-04	19.6	0.25	-4.51E-02	3.7
100121	1.79E-04	19.6	0.25	-4.51E-02	3.7
100122	1.79E-04	19.6	0.25	-4.51E-02	3.7
100123	1.79E-04	19.6	0.25	-4.51E-02	3.7
100124	1.79E-04	19.6	0.25	-4.51E-02	3.7
100201	1.79E-04	19.6	0.25	-4.51E-02	3.7
100202	1.79E-04	19.6	0.25	-4.51E-02	3.7
100203	1.79E-04	19.6	0.25	-4.51E-02	3.7
100204	1.79E-04	19.6	0.25	-4.51E-02	3.7
100205	1.79E-04	19.6	0.25	-4.51E-02	3.7
100206	1.79E-04	19.6	0.25	-4.51E-02	3.7
100207	1.79E-04	19.6	0.25	-4.51E-02	3.7
100208	1.79E-04	19.6	0.25	-4.51E-02	3.7
100209	1.79E-04	19.6	0.25	-4.51E-02	3.7
100210	1.79E-04	19.6	0.25	-4.51E-02	3.7
100211	1.79E-04	19.6	0.25	-4.51E-02	3.7
100212	1.79E-04	19.6	0.25	-4.51E-02	3.7
100213	1.79E-04	19.6	0.25	-4.51E-02	3.7
100214	1.79E-04	19.6	0.25	-4.51E-02	3.7
100215	1.79E-04	19.6	0.25	-4.51E-02	3.7
100216	1.79E-04	19.6	0.25	-4.51E-02	3.7
100217	1.79E-04	19.6	0.25	-4.51E-02	3.7
100218	1.79E-04	19.6	0.25	-4.51E-02	3.7
100219	1.79E-04	19.6	0.25	-4.51E-02	3.7
100220	1.79E-04	19.6	0.25	-4.51E-02	3.7
100221	1.79E-04	19.6	0.25	-4.51E-02	3.7
100222	1.79E-04	19.6	0.25	-4.51E-02	3.7
100223	1.79E-04	19.6	0.25	-4.51E-02	3.7
100224	1.79E-04	19.6	0.25	-4.51E-02	3.7
100301	1.79E-04	19.6	0.25	-4.51E-02	3.7
100302	1.79E-04	19.6	0.25	-4.51E-02	3.7
100303	1.79E-04	19.6	0.25	-4.51E-02	3.7
100304	1.79E-04	19.6	0.25	-4.51E-02	3.7
100305	1.79E-04	19.6	0.25	-4.51E-02	3.7
100306	1.79E-04	19.6	0.25	-4.51E-02	3.7
100307	1.79E-04	19.6	0.25	-4.51E-02	3.7
100308	1.79E-04	19.6	0.25	-4.51E-02	3.7
100309	1.79E-04	19.6	0.25	-4.51E-02	3.7
100310	1.79E-04	19.6	0.25	-4.51E-02	3.7
100311	1.79E-04	19.6	0.25	-4.51E-02	3.7
100312	1.79E-04	19.6	0.25	-4.51E-02	3.7
100313	1.79E-04	19.6	0.25	-4.51E-02	3.7
100314	1.79E-04	19.6	0.25	-4.51E-02	3.7
100315	1.79E-04	19.6	0.25	-4.51E-02	3.7
100316	1.79E-04	19.6	0.25	-4.51E-02	3.7
100317	1.79E-04	19.6	0.25	-4.51E-02	3.7
100318	1.79E-04	19.6	0.25	-4.51E-02	3.7
100319	1.79E-04	19.6	0.25	-4.51E-02	3.7
100320	1.79E-04	19.6	0.25	-4.51E-02	3.7
100321	1.79E-04	19.6	0.25	-4.51E-02	3.7
100322	1.79E-04	19.6	0.25	-4.51E-02	3.7
100323	1.79E-04	19.6	0.25	-4.51E-02	3.7
100324	1.79E-04	19.6	0.25	-4.51E-02	3.7
100401	1.79E-04	19.6	0.25	-4.51E-02	3.7
100402	1.79E-04	19.6	0.25	-4.51E-02	3.7
100403	1.79E-04	19.6	0.25	-4.51E-02	3.7
100404	1.79E-04	19.6	0.25	-4.51E-02	3.7
100405	1.79E-04	19.6	0.25	-4.51E-02	3.7
100406	1.79E-04	19.6	0.25	-4.51E-02	3.7
100407	1.79E-04	19.6	0.25	-4.51E-02	3.7
100408	1.79E-04	19.6	0.25	-4.51E-02	3.7
100409	1.79E-04	19.6	0.25	-4.51E-02	3.7
100410	1.79E-04	19.6	0.25	-4.51E-02	3.7
100411	1.79E-04	19.6	0.25	-4.51E-02	3.7
100412	1.79E-04	19.6	0.25	-4.51E-02	3.7
100413	1.79E-04	19.6	0.25	-4.51E-02	3.7
100414	1.79E-04	19.6	0.25	-4.51E-02	3.7
100415	1.79E-04	19.6	0.25	-4.51E-02	3.7
100416	1.79E-04	19.6	0.25	-4.51E-02	3.7
100417	1.79E-04	19.6	0.25	-4.51E-02	3.7
100418	1.79E-04	19.6	0.25	-4.51E-02	3.7
100419	1.79E-04	19.6	0.25	-4.51E-02	3.7
100420	1.79E-04	19.6	0.25	-4.51E-02	3.7
100421	1.79E-04	19.6	0.25	-4.51E-02	3.7
100422	1.79E-04	19.6	0.25	-4.51E-02	3.7
100423	1.79E-04	19.6	0.25	-4.51E-02	3.7
100424	1.79E-04	19.6	0.25	-4.51E-02	3.7
100501	1.79E-04	19.6	0.25	-4.51E-02	3.7
100502	1.79E-04	19.6	0.25	-4.51E-02	3.7
100503	1.79E-04	19.6	0.25	-4.51E-02	3.7
100504	1.79E-04	19.6	0.25	-4.51E-02	3.7
100505	1.79E-04	19.6	0.25	-4.51E-02	3.7
100506	1.79E-04	19.6	0.25	-4.51E-02	3.7
100507	1.79E-04	19.6	0.25	-4.51E-02	3.7
100508	1.79E-04	19.6	0.25	-4.51E-02	3.7
100509	1.79E-04	19.6	0.25	-4.51E-02	3.7
100510	1.79E-04	19.6	0.25	-4.51E-02	3.7
100511	1.79E-04	19.6	0.25	-4.51E-02	3.7
100512	1.79E-04	19.6	0.25	-4.51E-02	3.7
100513	1.79E-04	19.6	0.25	-4.51E-02	3.7
100514	1.79E-04	19.6	0.25	-4.51E-02	3.7
100515	1.79E-04	19.6	0.25	-4.51E-02	3.7
100516	1.79E-04	19.6	0.25	-4.51E-02	3.7
100517	1.79E-04	19.6	0.25	-4.51E-02	3.7
100518	1.79E-04	19.6	0.25	-4.51E-02	3.7
100519	1.79E-04	19.6	0.25	-4.51E-02	3.7
100520	1.79E-04	19.6	0.25	-4.51E-02	3.7
100521	1.79E-04	19.6	0.25	-4.51E-02	3.7
100522	1.79E-04	19.6	0.25	-4.51E-02	3.7
100523	1.79E-04	19.6	0.25	-4.51E-02	3.7
100524	1.79E-04	19.6	0.25	-4.51E-02	3.7
100601	1.79E-04	19.6	0.25	-4.51E-02	3.7
100602	1.79E-04	19.6	0.25	-4.51E-02	3.7
100603	1.79E-04	19.6	0.25	-4.51E-02	3.7
100604	1.79E-04	19.6	0.25	-4.51E-02	3.7
100605	1.79E-04	19.6	0.25	-4.51E-02	3.7
100606	1.79E-04	19.6	0.25	-4.51E-02	3.7
100607	1.79E-04	19.6	0.25	-4.51E-02	3.7
100608	1.79E-04	19.6	0.25	-4.51E-02	3.7
100609	1.79E-04	19.6	0.25	-4.51E-02	3.7
100610	1.79E-04	19.6	0.25	-4.51E-02	3.7
100611	1.79E-04	19.6	0.25	-4.51E-02	3.7
100612	1.79E-04	19.6	0.25	-4.51E-02	3.7
100613	1.79E-04	19.6	0.25	-4.51E-02	3.7
100614	1.79E-04	19.6	0.25	-4.51E-02	3.7
100615	1.79E-04	19.6	0.25	-4.51E-02	3.7
100616	1.79E-04	19.6	0.25	-4.51E-02	3.7
100617	1.79E-04	19.6	0.25	-4.51E-02	3.7
100618	1.79E-04	19.6	0.25	-4.51E-02	3.7
100619	1.79E-04	19.6	0.25	-4.51E-02	3.7
100620	1.79E-04	19.6	0.25	-4.51E-02	3.7
100621	1.79E-04	19.6	0.25	-4.51E-02	3.7
100622	1.79E-04	19.6	0.25	-4.51E-02	3.7
100623	1.79E-04	19.6	0.25	-4.51E-02	3.7
100624	1.79E-04	19.6	0.25	-4.51E-02	3.7
100701	1.79E-04	19.6	0.25	-4.51E-02	3.7
100702	1.79E-04	19.6	0.25	-4.51E-02	3.7
100703	1.79E-04	19.6	0.25	-4.51E-02	3.7
100704	1.79E-04	19.6	0.25	-4.51E-02	3.7
100705	1.79E-04	19.6	0.25	-4.51E-02	3.7
100706	1.79E-04	19.6	0.25	-4.51E-02	3.7
100707	1.79E-04	19.6	0.25	-4.51E-02	3.7
100708	1.79E-04	19.6	0.25	-4.51E-02	3.7
100709	1.79E-04	19.6	0.25	-4.51E-02	3.7
100710	1.79E-04	19.6	0.25	-4.51E-02	3.7
100711	1.79E-04	19.6	0.25	-4.51E-02	3.7
100712	1.79E-04	19.6	0.25	-4.51E-02	3.7
100713	1.79E-04	19.6	0.25	-4.51E-02	3.7
100714	1.79E-04	19.6	0.25	-4.51E-02	3.7
100715	1.79E-04	19.6	0.25	-4.51E-02	3.7
100716	1.79E-04	19.6	0.25	-4.51E-02	3.7
100717	1.79E-04	19.6	0.25	-4.51E-02	3.7
100718	1.79E-04	19.6	0.25	-4.51E-02	3.7
100719	1.79E-04	19.6	0.25	-4.51E-02	3.7
100720	1.79E-04	19.6	0.25	-4.51E-02	3.7
100721	1.79E-04	19.6	0.25	-4.51E-02	3.7
100722	1.79E-04	19.6	0.25	-4.51E-02	3.7
100723	1.79E-04	19.6	0.25	-4.51E-02	3.7
100724	1.79E-04	19.6	0.25	-4.51E-02	3.7
100801	1.79E-04	19.6	0.25	-4.51E-02	3.7
100802	1.79E-04	19.6	0.25	-4.51E-02	3.7
100803	1.79E-04	19.6	0.25	-4.51E-02	3.7
100804	1.79E-04	19.6	0.25	-4.51E-02	3.7
100805	1.79E-04	19.6	0.25	-4.51E-02	3.7
100806	1.79E-04	19.6	0.25	-4.51E-02	3.7
100807	1.79E-04	19.6	0.25	-4.51E-02	3.7
100808	1.79E-04	19.6	0.25	-4.51E-02	3.7
100809	1.79E-04	19.6	0.25	-4.51E-02	3.7
100810	1.79E-04	19.6	0.25	-4.51E-02	3.7
100811	1.79E-04	19.6	0.25	-4.51E-02	3.7
100812	1.79E-04	19.6	0.25	-4.51E-02	3.7
100813	1.79E-04	19.6	0.25	-4.51E-02	3.7
100814	1.79E-04	19.6	0.25	-4.51E-02	3.7
100815	1.79E-04	19.6	0.25	-4.51E-02	3.7
100816	1.79E-04	19.6	0.25	-4.51E-02	3.7
100817	1.79E-04	19.6	0.25	-4.51E-02	3.7
100818	1.79E-04	19.6	0.25	-4.51E-02	3.7
100819	1.79E-04	19.6	0.25	-4.51E-02	3.7
100820	1.79E-04	19.6	0.25	-4.51E-02	3.7
100821	1.79E-04	19.6	0.25	-4.51E-02	3.7
100822	1.79E-04	19.6	0.25	-4.51E-02	3.7
100823	1.79E-04	19.6	0.25	-4.51E-02	3.7
100824	1.79E-04	19.6	0.25	-4.51E-02	3.7
100901	1.79E-04	19.6	0.25	-4.51E-02	3.7
100902	1.79E-04	19.6	0.25	-4.51E-02	3.7
100903	1.79E-04	19.6	0.25	-4.51E-02	3.7
100904	1.79E-04	19.6	0.25	-4.51E-02	3.7
100905	1.79E-04	19.6	0.25	-4.51E-02	3.7
100906	1.79E-04	19.6	0.25	-4.51E-02	3.7
100907	1.79E-04	19.6	0.25	-4.51E-02	3.7
100908	1.79E-04	19.6	0.25	-4.51E-02	3.7
100909	1.79E-04	19.6	0.25	-4.51E-02	3.7
100910	1.79E-04	19.6	0.25	-4.51E-02	3.7
100911	1.79E-04	19.6	0.25	-4.51E-02	3.7
100912	1.79E-04	19.6	0.25	-4.51E-02	3.7
100913	1.79E-04	19.6	0.25	-4.51E-02	3.7
100914	1.79E-04	19.6	0.25	-4.51E-02	3.7
100915	1.79E-04	19.6	0.25	-4.51E-02	3.7
100916	1.79E-04	19.6	0.25	-4.51E-02	3.7
100917	1.79E-04	19.6	0.25	-4.51E-02	3.7
100918	1.79E-04	19.6	0.25	-4.51E-02	3.7
100919	1.79E-04	19.6	0.25	-4.51E-02	3.7
100920	1.79E-04	19.6	0.25	-4.51E-02	3.7
100921	1.79E-04	19.6	0.25	-4.51E-02	3.7
100922	1.79E-04	19.6	0.25	-4.51E-02	3.7
100923	1.79E-04	19.6	0.25	-4.51E-02	3.7
100924	1.79E-04	19.6	0.25	-4.51E-02	3.7
101001	1.79E-04	19.6	0.25	-4.51E-02	3.7
101002	1.79E-04	19.6	0.25	-4.51E-02	3.7
101003	1.79E-04	19.6	0.25	-4.51E-02	3.7
101004	1.79E-04	19.6	0.25	-4.51E-02	3.7
101005	1.79E-04	19.6	0.25	-4.51E-02	3.7
101006	1.79E-04	19.6	0.25	-4.51E-02	3.7
101007	1.79E-04	19.6	0.25	-4.51E-02	3.7
101008	1.79E-04	19.6	0.25	-4.51E-02	3.7
101009	1.79E-04	19.6	0.25	-4.51E-02	3.7
101010	1.79E-04	19.6	0.25	-4.51E-02	3.7
101011	1.79E-04	19.6	0.25	-4.51E-02	3.7
101012	1.79E-04	19.6	0.25	-4.51E-02	3.7
101013	1.79E-04	19.6	0.25	-4.51E-02	3.7
101014	1.79E-04	19.6	0.25	-4.51E-02	3.7
101015	1.79E-04	19.6	0.25	-4.51E-02	3.7
101016	1.79E-04	19.6	0.25	-4.51E-02	3.7
101017	1.79E-04	19.6	0.25	-4.51E-02	3.7
101018	1.79E-04	19.6	0.25	-4.51E-02	3.7
101019	1.79E-04	19.6	0.25	-4.51E-02	3.7
101020	1.79E-04	19.6	0.25	-4.51E-02	3.7
101021	1.79E-04	19.6	0.25	-4.51E-02	3.7
101022	1.79E-04	19.6	0.25	-4.51E-02	3.7
101023	1.79E-04	19.6	0.25	-4.51E-02	3.7
101024	1.79E-04	19.6	0.25	-4.51E-02	3.7
101101	1.79E-04	19.6	0.25	-4.51E-02	3.7
101102	1.79E-04	19.6	0.25	-4.51E-02	3.7
101103	1.79E-04	19.6	0.25	-4.51E-02	3.7
101104	1.79E-04	19.6	0.25	-4.51E-02	3.7
101105	1.79E-04	19.6	0.25	-4.51E-02	3.7
101106	1.79E-04	19.6	0.25	-4.51E-02	3.7
101107	1.79E-04	19.6	0.25	-4.51E-02	3.7
101108	1.79E-04	19.6	0.25	-4.51E-02	3.7
101109	1.79E-04	19.6	0.25	-4.51E-02	3.7
101110	1.79E-04	19.6	0.25	-4.51E-02	3.7
101111	1.79E-04	19.6	0.25	-4.51E-02	3.7
101112	1.79E-04	19.6	0.25	-4.51E-02	3.7
101113	1.79E-04	19.6	0.25	-4.51E-02	3.7
101114	1.79E-04	19.6	0.25	-4.51E-02	3.7
101115	1.79E-04	19.6	0.25	-4.51E-02	3.7
101116	1.79E-04	19.6	0.25	-4.51E-02	3.7
101117	1.79E-04	19.6	0.25	-4.51E-02	3.7
101118	1.79E-04	19.6	0.25	-4.51E-02	3.7
101119	1.79E-04	19.6	0.25	-4.51E-02	3.7
101120	1.79E-04	19.6	0.25	-4.51E-02	3.7
101121	1.79E-04	19.6	0.25	-4.51E-02	3.7
101122	1.79E-04	19.6	0.25	-4.51E-02	3.7
101123	1.79E-04	19.6	0.25	-4.51E-02	3.7
101124	1.79E-04	19.6	0.25	-4.51E-02	3.7
101201	1.79E-04	19.6	0.25	-4.51E-02	3.7
101202	1.79E-04	19.6	0.25	-4.51E-02	3.7
101203	1.79E-04	19.6	0.25	-4.51E-02	3.7
101204	1.79E-04	19.6	0.25	-4.51E-02	3.7
101205	1.79E-04	19.6	0.25	-4.51E-02	3.7
101206	1.79E-04	19.6	0.25	-4.51E-02	3.7
101207	1.79E-04	19.6	0.25	-4.51E-02	3.7
101208	1.79E-04	19.6	0.25	-4.51E-02	3.7
101209	1.79E-04	19.6	0.25	-4.51E-02	3.7
101210	1.79E-04	19.6	0.25	-4.51E-02	3.7
101211	1.79E-04	19.6	0.25	-4.51E-02	3.7
101212	1.79E-04	19.6	0.25	-4.51E-02	3.7
101213	1.79E-04	19.6	0.25	-4.51E-02	3.7
101214	1.79E-04	19.6	0.25	-4.51E-02	3.7
101215	1.79E-04	19.6	0.25	-4.51E-02	3.7
101216	1.79E-04	19.6	0.25	-4.51E-02	3.7
101217	1.79E-04	19.6	0.25	-4.51E-02	3.7
101218	1.79E-04	19.6	0.25	-4.51E-02	3.7
101219	1.79E-04	19.6	0.25	-4.51E-02	3.7
101220	1.79E-04	19.6	0.25	-4.51E-02	3.7
101221	1.79E-04	19.6	0.25	-4.51E-02	3.7
101222	1.79E-04	19.6	0.25	-4.51E-02	3.7
101223	1.79E-04	19.6	0.25	-4.51E-02	3.7
101224	1.79E-04	19.6	0.25	-4.51E-02	3.7
101301	1.79E-04	19.6	0.25	-4.51E-02	3.7
101302	1.79E-04	19.6	0.25	-4.51E-02	3.7
101303	1.79E-04	19.6	0.25	-4.51E-02	3.7
101304	1.79E-04	19.6	0.25	-4.51E-02	3.7
101305	1.79E-04	19.6	0.25	-4.51E-02	3.7
101306	1.79E-04	19.6	0.25	-4.51E-02	3.7
101307	1.79E-04	19.6	0.25	-4.51E-02	3.7
101308	1.79E-04	19.6	0.25	-4.51E-02	3.7
101309	1.79E-04	19.6	0.25	-4.51E-02	3.7
101310	1.79E-04	19.6	0.25	-4.51E-02	3.7
101311	1.79E-04	19.6	0.25	-4.51E-02	3.7
101312	1.79E-04	19.6	0.25	-4.51E-02	3.7
101313	1.79E-04	19.6	0.25	-4.51E-02	3.7
101314	1.79E-04	19.6	0.25	-4.51E-02	3.7
101315	1.79E-04	19.6	0.25	-4.51E-02	3.7
101316	1.79E-04	19.6	0.25	-4.51E-02	3.7
101317	1.79E-04	19.6	0.25	-4.51E-02	3.7
101318	1.79E-04	19.6	0.25	-4.51E-02	3.7
101319	1.79E-04	19.6	0.25	-4.51E-02	3.7
101320	1.79E-04	19.6	0.25	-4.51E-02	3.7
101321	1.79E-04	19.6	0.25	-4.51E-02	3.7
101322	1.79E-04	19.6	0.25	-4.51E-02	3.7
101323	1.79E-04	19.6	0.25	-4.51E-02	3.7
101324	1.79E-04	19.6	0.25	-4.51E-02	3.7
101401	1.79E-04	19.6	0.25	-4.51E-02	3.7
101402	1.79E-04	19.6	0.25	-4.51E-02	3.7
101403	1.79E-04	19.6	0.25	-4.51E-02	3.7
101404	1.79E-04	19.6	0.25	-4.51E-02	3.7
101405	1.79E-04	19.6	0.25	-4.51E-02	3.7
101406	1.79E-04	19.6	0.25	-4.51E-02	3.7
101407	1.79E-04	19.6	0.25	-4.51E-02	3.7
101408	1.79E-04	19.6	0.25	-4.51E-02	3.7
101409	1.79E-04	19.6	0.25	-4.51E-02	3.7
101410	1.79E-04	19.6	0.25	-4.51E-02	3.7
101411	1.79E-04	19.6	0.25	-4.51E-02	3.7
101412	1.79E-04	19.6	0.25	-4.51E-02	3.7
101413	1.79E-04	19.6	0.25	-4.51E-02	3.7
101414	1.79E-04	19.6	0.25	-4.51E-02	3.7
101415	1.79E-04	19.6	0.25	-4.51E-02	3.7
101416	1.79E-04	19.6	0.25	-4.51E-02	3.7
101417	1.79E-04	19.6	0.25	-4.51E-02	3.7
101418	1.79E-04	19.6	0.25	-4.51E-02	3.7
101419	1.79E-04	19.6	0.25	-4.51E-02	3.7
101420	1.79E-04	19.6	0.25	-4.51E-02	3.7
101421	1.79E-04	19.6	0.25	-4.51E-02	3.7
101422	1.79E-04	19.6	0.25	-4.51E-02	3.7
101423	1.79E-04	19.6	0.25	-4.51E-02	3.7
101424	1.79E-04	19.6	0.25	-4.51E-02	3.7
101501	1.79E-04	19.6	0.25	-4.51E-02	3.7
101502	1.79E-04	19.6	0.25	-4.51E-02	3.7
101503	1.79E-04	19.6	0.25	-4.51E-02	3.7
